director,title,budget,revenue,return,year
William Dieterle,Paid in Full,,,,1950
Herbert Wilcox,Piccadilly Incident,,,,1946
David Hartman,Phantasm: Ravager,,,,2016
Charlie Jordan,Something to Sing About,,,,2000
Roger Corman,Teenage Cave Man,70000.0,,,1958
Leigh Jason,Wise Girl,,,,1937
Scott Smith,Autumn in the Vineyard,,,,2016
Lewin Fitzhamon,Falsely Accused,,,,2016
Huck Botko,Who Gets the Dog?,,,,2016
Kristijonas Vildziunas,Seneca's Day,,,,2016
David Attenborough,Charles Darwin and the Tree of Life,,,,2009
John Dexter,The Sidelong Glances of a Pigeon Kicker,,,,1970
Joe Ma Wai-Ho,Funeral March,,,,2001
Yasujirō Ozu,Woman of Tokyo,,,,1933
Ken Burns,Baseball,,,,1994
Rory Rooney,Baked in Brooklyn,,,,2016
Vicente Villanueva,Born to Win,,,,2016
Derrick Borte,London Town,,,,2017
Arnold L. Miller,London in the Raw,,,,1965
Arnold L. Miller,Primitive London,,,,1965
Marek Losey,The Hide,,,,2008
Rex Ingram,Scaramouche,,,,1923
Rick Morales,Batman: Return of the Caped Crusaders,3500000.0,,,2016
Martin Koolhoven,Brimstone,,,,2017
Paul Salahadin Refsdal,Dugma: The Button,,,,2016
Larry Cohen,Wicked Stepmother,,,,1989
Joyce Chopra,Murder in a Small Town,,,,1999
Ron Howard,Inferno,75000000.0,220021259.0,2.9336167866666667,2016
Greg Mottola,Keeping Up with the Joneses,40000000.0,29918745.0,0.747968625,2016
Mike Flanagan,Ouija: Origin of Evil,9000000.0,81705746.0,9.078416222222222,2016
Jane Howell,Titus Andronicus,,,,1985
Murilo Salles,Camila Jam,,,,2008
Beto Brant,Stray Dog,,,,2007
Sophie Goodhart,My Blind Brother,,,,2016
Arthur Cary,Louis Theroux: Savile,,,,2016
Christopher Guest,Mascots,20000000.0,,,2016
Vito Rocco,Faintheart,,,,2008
Woody Allen,Crisis in Six Scenes,,,,2016
Danny Draven,Patient Seven,,,,2016
Alex Helfrecht,The White King,2494400.0,,,2017
Yôji Yamada,What a Wonderful Family!,,,,2016
Jeon Yun-su,Le Grand Chef,,,,2007
,Le Grand Chef 2: Kimchi Battle,,,,2010
Issa López,Casi Divas,,,,2008
Andy Tennant,Wild Oats,,,,2016
Mike Mitchell,Trolls,125000000.0,346864462.0,2.774915696,2016
Kevin Macdonald,Sky Ladder: The Art of Cai Guo-Qiang,,,,2016
Bill Ross IV,45365,,,,2010
Turner Ross,Western,,,,2015
David DeCoteau,Nightmare Sisters,40000.0,,,1988
Rick Morales,LEGO DC Comics Super Heroes: Batman: Be-Leaguered,,,,2014
David Higby,Russell Peters: Almost Famous,,,,2016
Carlos Velo,Pedro Páramo,,,,1967
Lance Bangs,Breadcrumb Trail,,,,2014
Stephen Kemp,Girl in the Box,,,,2016
Jeremy Coon,Raiders!: The Story of the Greatest Fan Film Ever Made,,,,2015
,Finding Truelove,,,,2012
Allan Dwan,Silver Lode,,,,1954
Andrew Jenks,Dream/Killer,,,,2015
Oliver Frampton,The Forgotten,1446950.0,,,2014
Patricio Valladares,Hidden in the Woods,1.0,,,2014
Puk Grasten,37,,,,2016
Arūnas Žebriūnas,The Girl and The Echo,,,,1964
Benedict Andrews,Una,,23275.0,,2016
Jonathan Sanger,Obsessed,,,,1992
William T. Naud,Island of Blood,,,,1982
Ken Dixon,Slave Girls from Beyond Infinity,,,,1987
Donald G. Jackson,Roller Blade Warriors: Taken by Force,,,,1989
Robert Vincent O'Neill,Avenging Angel,,,,1985
Paul Grau,Mad Foxes,,161362.0,,1981
Alfred Sole,Tanya's Island,,,,1980
John D. Lamond,Pacific Banana,,,,1981
Jeff Leroy,Werewolf in a Women's Prison,,,,2006
Jimmy Shaw,The Fearless Young Boxer,,,,1979
Sutton Roley,Snatched,,,,1973
Gianluigi Calderone,Passionate,,,,1974
Joseph Guzman,Run Bitch Run,,,,2009
Sakari Kirjavainen,Silence,2100000.0,,,2011
Wojciech Kasperski,The High Frontier,,,,2016
Doug Campbell,Stalked by My Doctor,4000000.0,,,2015
Doug Campbell,Stalked by My Doctor: The Return,,,,2016
Stewart Hendler,Max Steel,10000000.0,6272403.0,0.6272403,2016
Rex Piano,Elf Bowling the Movie,6500000.0,,,2007
Antonin Peretjatko,Struggle for Life,,,,2016
Rodrigo Moreno,The Custodian,,,,2007
H.M. Coakley,Adulterers,750000.0,,,2016
Ray Laurent,Satanis: The Devil's Mass,,,,1970
Gordian Maugg,Fritz Lang,,,,2016
Isao Takahata,Winter Days,,,,2003
Logan Kibens,Operator,,,,2016
Philippe Gagnon,Amber Alert,,,,2016
Mat Whitecross,Supersonic,,226286.0,,2016
Ford Beebe,The Invisible Man's Revenge,,,,1944
Michael Curtiz,The Vagabond King,,,,1956
Kenneth Johnson,An Evening of Edgar Allan Poe,,,,1970
Tony Klinger,The Butterfly Ball,,,,1977
,That Was Rock,,,,1984
,The Strange Case of Alice Cooper,,,,1979
Luis Oliveros,El ángel de Budapest,,,,2011
Arturo Ruiz Castillo,Las inquietudes de Shanti Andía,,,,1947
Arnaud Larrieu,21 Nights with Pattie,,,,2015
Jay Karas,The Swap,,,,2016
Director X.,Center Stage: On Pointe,,,,2016
Andy Wolk,The Christmas Shoes,,,,2002
John Bradshaw,Best Christmas Party Ever,,,,2014
Steven R. Monroe,Pumpkin Pie Wars,,,,2016
Michael DeCarlo,The Twelve Trees of Christmas,,,,2013
Ron Oliver,All She Wants for Christmas,,,,2006
Gustavo Ron,My Bakery in Brooklyn,3800000.0,,,2016
Leslie Hope,Merry In-Laws,,,,2012
Mel Damski,Love on a Limb,,,,2016
Terry Ingram,Death Al Dente: A Gourmet Detective Mystery,,,,2016
Bradford May,A Kiss at Midnight,,,,2008
Stephen Bridgewater,Mending Fences,,,,2009
Ali Scher,Jessica Darling's It List,,,,2016
Kevin Connor,Sweet Surrender,,,,2014
Scott Smith,Gourmet Detective,,,,2015
Scott Smith,Gourmet Detective: A Healthy Place to Die,,,,2015
David Giles,Sense and Sensibility,,,,1971
Ron Oliver,Romantically Speaking,,,,2015
Roel Mondelaers,Plan Bart,,,,2014
Halder Gomes,O Shaolin do Sertão,2000000.0,,,2016
Sophia Takal,Always Shine,,,,2016
Andy Schocken,Song of Lahore,,,,2015
Valerie Weiss,A Light Beneath Their Feet,,,,2016
Mick Jackson,Denial,10000000.0,4073489.0,0.4073489,2016
Aaron Fronk,It's All Good,75000.0,,,2016
Kenny Ortega,The Rocky Horror Picture Show: Let's Do the Time Warp Again,,,,2016
Wendy J.N. Lee,Pad Yatra: A Green Odyssey,,,,NaT
Edward Zwick,Jack Reacher: Never Go Back,60000000.0,162146076.0,2.7024346,2016
Matthew Ross,Frank & Lola,,9188.0,,2016
Alex Horwitz,Hamilton's America,,,,2016
Ti West,In a Valley of Violence,,53647.0,,2016
Victor Halperin,Supernatural,,,,1933
David Weisman,The Telephone Book,,,,1971
Lars Kraume,Terror - Ihr Urteil,,,,2016
Hiroshi Shinagawa,Deadman Inferno,,,,2015
Jeffrey St. Jules,Bang Bang Baby,1000000.0,,,2014
Kyung Ho Lee,Bling,15000000.0,,,2016
Sidney Lanfield,Broadway Bad,,,,1933
Jamie Adams,Black Mountain Poets,,,,2016
Martijn Heijne,Scream Week,,,,2016
Dave Schram,Razend,,,,2011
Will Koopman,Sneeuwwitje En De Zeven Kleine Mensen: Een Modern Sprookje,,,,2015
Will Koopman,Assepoester: Een Modern Sprookje,,,,2014
,The Adventures of Cinderella's Daughter,,,,NaT
Alfred E. Green,Ella Cinders,,,,1926
John Bradshaw,Christmas Magic,,,,2011
Michael Scott,Trading Christmas,,,,2011
Gavin Millar,Confessions of an Ugly Stepsister,,,,2002
Georges Méliès,Cinderella,,,,1899
,Into the Woods,,,,2011
Danny Huston,The Ice Princess,,,,1996
Mark A. Reyes,My Bestfriend's Girlfriend,,,,2008
Fritz Genschow,Aschenputtel,,,,1955
Nikolai Dostal,The Monk and the Demon,2000000.0,,,2016
Sotiris Dounoukos,Joe Cinque's Consolation,,,,2016
Jochen Alexander Freydank,The Burrow,,,,2015
Andrew Coats,Borrowed Time,,,,2015
Jelle de Jonge,Bon Bini Holland,,,,2015
Rajko Grlić,The Constitution,,,,2016
Dariusz Gajewski,Strange Heaven,,,,2015
Cassie Jaye,The Red Pill,,,,2016
Roger Corman,Gunslinger,,,,1956
Nikolaj Arcel,Island of Lost Souls,,,,2007
Ewan McGregor,American Pastoral,,,,2016
John Lechago,Killjoy's Psycho Circus,,,,2016
Joseph M. Newman,King of the Roaring 20's: The Story of Arnold Rothstein,,,,1961
Leo Hurwitz,Native Land,,,,1942
Rudolph Maté,No Sad Songs for Me,,,,1950
Youssef Chahine,The Choice,,,,1970
Alfred E. Green,The Mayor of 44th Street,,,,1942
Armand Mastroianni,The Ring,,,,1996
Orville O. Dull,The Secret Land,,,,1948
Jay Woelfel,Trancers 6: Life After Deth,,,,2002
Anthony Giordano,Joe Rogan: Triggered,,,,2016
Adrián García Bogliano,Scherzo Diabolico,,,,2015
Vincent Masciale,"Fear, Inc.",,,,2016
Roger Mainwood,Ethel & Ernest,,,,2016
Werner Herzog,Into the Inferno,,,,2016
Holly Morris,The Babushkas of Chernobyl,,,,2015
Joe Menendez,Ladrones,,,,2015
Harvey Frost,Single Santa Seeks Mrs. Claus,,,,2004
Karen Arthur,Moonlight & Mistletoe,,,,2008
Catherine Cyran,Christmas Do-Over,,,,2006
Bruce Beresford,Mr. Church,8000000.0,,,2016
Amanda Gusack,In Memorium,,,,2005
Jon Hess,Mars,4500000.0,,,1998
Roman Cheung,Crazy Love,,,,1993
Im Kwon-taek,The Surrogate Womb,,,,1987
Harris Done,Always Faithful,,,,NaT
Radu Muntean,One Floor Below,,,,2015
Filippos Tsitos,Unfair World,,,,2012
Fisher Stevens,Before the Flood,,,,2016
Jeff Bleckner,Flowers for Algernon,,,,2000
Brian Yuzna,"Initiation: Silent Night, Deadly Night 4",,,,1990
Joaquim Dos Santos,DC Showcase: Green Arrow,,,,2010
Nick Jongerius,The Windmill Massacre,,,,2016
Michael Moore,Michael Moore in TrumpLand,,,,2016
Kim Jho Gwang-soo,Be with Me,,,,2010
Leslie Libman,Manson's Lost Girls,,,,2016
Michael Steiner,Sennentuntschi,,,,2010
Joshua Tickell,The Big Fix,,,,2011
Kenneth Lonergan,Manchester by the Sea,9000000.0,75026965.0,8.336329444444445,2016
Garth Davis,Lion,12000000.0,140302754.0,11.691896166666666,2016
Zack Whedon,Come and Find Me,,,,2016
Andrew Ahn,Spa Night,,,,2016
Panos Glykofrydis,The Big Gun,,,,1981
Panos Glykofrydis,Ο Θανάσης στη χώρα της σφαλιάρας,,,,1976
Dinos Katsouridis,"What Did You Do in the War, Thanassi?",,,,1971
Thanasis Vengos,The Baldheaded Agent and the Land of Destruction Mission,,,,1969
Alekos Sakellarios,Politexnitis and Erimospitis,,,,1963
Matt Stuertz,RWD,,,,2015
Gideon Bradshaw,The Genius of Marie Curie: The Woman Who Lit up the World,,,,2013
,Hollywood Without Make-Up,,,,1963
Pif,At War with Love,,,,2016
Walerian Borowczyk,Behind Convent Walls,,,,1978
Geoff Murphy,Utu,,,,1984
Dante Lam,Operation Mekong,,173000000.0,,2016
Emmanuelle Bercot,Clement,,,,2001
Ciro Ippolito,Alien 2: On Earth,,,,1980
Irving Rapper,The Brave One,,,,1956
,Gajakessari,,,,2014
Tomoyuki Takimoto,Hayabusa: The Long Voyage Home,,,,2012
Yukihiko Tsutsumi,Hayabusa,,,,2011
Oz Perkins,I Am the Pretty Thing That Lives in the House,,,,2016
André Øvredal,The Autopsy of Jane Doe,,5972942.0,,2016
Franck Dion,The Head Vanishes,,,,2016
Jagmohan Mundhra,Naughty @ 40,,,,2011
Pooja Bhatt,Kajraare,,,,2010
Ian Bonhôte,Alleycats,,,,2016
Angela Bassett,Whitney,,,,2015
Sam Dunn,Satan Lives,,,,2015
,Bill Cosby: 49,,,,1987
Alain Desrochers,Nitro,,,,2006
Dave Fleischer,The Bulleteers,,,,1942
Ömer Vargı,Kabadayı,,10161213.0,,2007
Osman Sınav,A Long Story,,,,2012
Michael J. Gallagher,The Thinning,,,,2016
Byron Haskin,Captain Sindbad,,,,1963
Taika Waititi,Team Thor,,,,2016
Stephen Dunn,Closet Monster,,33962.0,,2016
Joey Kuhn,Those People,,,,2015
Mark Waters,Bad Santa 2,26000000.0,17782178.0,0.6839299230769231,2016
Phil Claydon,Within,,,,2016
Curtis Crawford,Dead on Campus,1500000.0,,,2014
Jim Gillespie,Take Down,,,,2016
Turner Ross,Tchoupitoulas,,,,2012
Richard Yeung Kuen,Seeding of a Ghost,,,,1983
Kim Kwang-tae,The Piper,,,,2015
John Berry,From This Day Forward,,,,1946
Kevin Hooks,Sounder,,,,2003
Chris Reading,Somnus,,,,2016
Kevin Pollak,The Late Bloomer,,,,2016
Brett Harvey,Ice Guardians,,,,2016
Lars Kraume,The People vs. Fritz Bauer,,148461.0,,2015
Rania Attieh,H.,,,,2014
Vivienne De Courcy,Dare to Be Wild,,,,2015
Jia Wei Kan,iGirl,,,,2016
David E. Talbert,Almost Christmas,17000000.0,42487325.0,2.499254411764706,2016
Ron Davis,Harry & Snowman,,,,2015
Kevin Macdonald,Howard Hawks: American Artist,,,,1997
Lance Weiler,Head Trauma,126000.0,,,2006
Jennifer Dworkin,Love and Diane,,,,2002
Sandhya Suri,I for India,,,,2005
Ross McElwee,Photographic Memory,,,,2011
Neil Johnson,Starship Apocalypse,,,,2014
Paul Goldman,Suburban Mayhem,,,,2006
Martin Butler,Tanna,,,,2015
,Rebel Beat: The story of LA Rockabilly,,,,2007
Étienne-Jules Marey,Mosquinha,,,,1890
Georges Demenÿ,Je Vous Aime,,,,1891
Taneli Mustonen,Reunion 2: Bachelor Party,,,,2016
Jim Munroe,Ghosts with Shit Jobs,,,,2012
Karan Johar,Ae Dil Hai Mushkil,,,,2016
Daryl Wein,Consumed,,,,2015
Dano Johnson,Flatland,,,,2007
William Klein,"Eldridge Cleaver, Black Panther",,,,1970
Damian Lee,Ice Girls,,,,2016
Hisonni Johnson,Chalk It Up,,,,2016
Letia Clouston,Accidentally Engaged,,,,2016
John Hough,A Hazard of Hearts,,,,1987
,A Ghost in Monte Carlo,,,,1990
Savage Steve Holland,Bound & Babysitting,1600000.0,,,2015
Christie Will,A Holiday Heist,,,,2011
Ilya Maksimov,Little Longnose,,,,2003
John S. Robertson,Annie Laurie,,,,1927
John Ford,The Battle of Midway,,,,1942
Jack Clayton,The Bespoke Overcoat,,,,1955
Victor Iliu,The Mill of Good Luck,,,,1955
Mike Elliott,November Rule,,,,2015
Evald Schorm,Courage for Every Day,,,,1964
Carlos Sedes,The Club of the Misunderstood,,,,2014
William Keighley,Four Mothers,,,,1941
Alexander Hall,Goin' to Town,,,,1935
Terry Miles,Lonesome Dove Church,,,,2014
Carla Garapedian,Screamers,,,,2006
Joseph Kane,The Cheaters,,,,1945
Marcel Carné,The Cheaters,,,,1958
Brian Pulido,The Graves,,,,2010
Joseph H. Lewis,The Halliday Brand,,,,1957
Robert Riskin,When You're in Love,,,,1937
Ernest Pintoff,Lunch Wagon,,,,1981
Agustí Villaronga,The King of Havana,,,,2015
,Jeff Ross Roasts Cops,,,,2016
Vitali Mansky,Close Relations,,,,2016
Vitali Mansky,Under the Sun,,,,2016
David Yates,The Way We Live Now,,,,2001
Regina Russell Banali,"Quiet Riot: Well Now You're Here, There's No Way Back",,,,2014
Drew Pearce,Marvel One-Shot: All Hail the King,,,,2014
Brian O'Hara,Rock 'n' Roll Frankenstein,,,,1999
Robert Greene,Kate Plays Christine,,,,2016
Michal Marczak,All These Sleepless Nights,,,,2016
Laura Poitras,Risk,,,,2017
Sara Jordenö,Kiki,,,,2017
Dawn Porter,Trapped,,,,2016
Kim A. Snyder,Newtown,,,,2016
Nanfu Wang,Hooligan Sparrow,,,,2016
Kirsten Johnson,Cameraperson,,,,2016
Quentin Tarantino,My Best Friend's Birthday,,,,1987
George Christopher McCann,Desperado's Duel,,,,2014
Leythum,Marvel One-Shot: The Consultant,500000.0,,,2011
Richard Desjardins,Le peuple invisible,,,,2007
Zak Knutson,"Marvel: 75 Years, From Pulp to Pop!",,,,2014
,Marvel Studios: Assembling a Universe,,,,2014
Geoff Lapaire,Pure Pwnage: Teh Movie,220093.0,,,2016
Guðmundur Arnar Guðmundsson,Heartstone,,,,2016
Shinji Higuchi,Japan Sinks,,47636016.0,,2006
Barbara Kopple,Miss Sharon Jones!,,,,2015
Antonio Trashorras,Anabel,,,,2015
Chris Trebilcock,The Dark Stranger,,,,2016
Jason William Lee,The Evil in Us,,,,2016
Shinsuke Ogawa,Red Persimmons,,,,2001
Rodrigo Sorogoyen,May God Forgive Us,4000000.0,,,2016
Alberto Rodríguez,Smoke & Mirrors,5000000.0,2387127.0,0.4774254,2016
Helena Taberna,The Cliff,,,,2016
Scott B. Hansen,The Possession Experiment,,,,2016
Yvan Attal,They Are Everywhere,,,,2016
Brett Rapkin,Spaceman,,,,2016
Larry Charles,Army of One,,,,2016
Matt Norman,Salute,1949120.0,,,2008
Mudassar Aziz,Happy Bhag Jayegi,,,,2016
Andres Maimik,Farts of Fury,,,,2011
Toshio Masuda,Outlaw: Gangster VIP,,,,1968
Keiichi Ozawa,Outlaw: Gangster VIP 2,,,,1968
Mio Ezaki,Outlaw: Heartless,,,,1968
Keiichi Ozawa,Outlaw: Goro the Assassin,,,,1968
Keiichi Ozawa,Outlaw: Black Dagger,,,,1968
Keiichi Ozawa,Outlaw: Kill!,,,,1969
Joe Ahearne,The Secret of Crickley Hall,,,,2012
Jared Martin,The Congressman,,,,2016
Vladimir Toropchin,Ivan Tsarevich & the Grey Wolf,,,,2011
Vladimir Toropchin,Ivan Tsarevich & the Grey Wolf 2,,18315000.0,,2013
Darina Shmidt,Ivan Tsarevich & the Grey Wolf 3,,9409000.0,,2016
Kief Davidson,The Ivory Game,,,,2016
Roger Vadim,Vice and Virtue,,,,1963
David Frankel,Collateral Beauty,36000000.0,87416021.0,2.4282228055555555,2016
Kerem Sanga,First Girl I Loved,,,,2016
Wilfred Jackson,Music Land,35055.0,,,1935
Shigemichi Sugita,The Last Ronin,,,,2010
Jeff Wadlow,True Memoirs of an International Assassin,40000000.0,,,2016
Katina Medina Mora,You Will Know What to Do With Me,,,,2016
Benoît Delépine,Saint Amour,,,,2016
Albert Ray,The Thirteenth Guest,,,,1932
Slávek Horák,Home Care,,,,2015
Konstantin Bronzit,Alesha Popovich and Tugarin the Dragon,4000000.0,1730000.0,0.4325,2004
Ilya Maksimov,Nikitich and The Dragon,4500000.0,3468423.0,0.7707606666666666,2006
Nick Marck,The Jungle Book: Mowgli's Story,,,,1998
Kristoffer Tabori,Just the Way You Are,,,,2015
Adam Curtis,HyperNormalisation,36501.0,,,2016
Henry Hathaway,From Hell to Texas,,,,1958
Henry Hathaway,Diplomatic Courier,,,,1952
Henry Hathaway,Man of the Forest,,,,1933
Henry Hathaway,Rawhide,,,,1951
Jonathan Barré,Max & Leon,12156348.0,7900000.0,0.6498662262712452,2016
Tom Jenkinson,One Rogue Reporter,,,,2014
Viesturs Kairišs,The Chronicles of Melanie,,,,2016
Eddie O'Keefe,Shangri-La Suite,,,,2017
Galen T. Chu,Scrat: Spaced Out,,,,2016
Julien Rambaldi,The African Doctor,,,,2016
Pierre Falardeau,15 Février 1839,,,,2001
Paul Schrader,Dog Eat Dog,,,,2016
Jonathan Demme,Justin Timberlake + The Tennessee Kids,,,,2016
Damien Chazelle,Whiplash,,,,2013
Neill Blomkamp,Tetra Vaal,,,,2004
Hugo Latulippe,What Remains of Us,,,,2004
Dimitris Athanitis,Invisible,,,,2016
Anthony Simmons,The Optimists of Nine Elms,,,,1973
Wolfgang Staudte,The Murderers Are Among Us,,,,1946
Wiktor Grodecki,Mandragora,,,,1997
Josh Cooley,Riley's First Date?,,,,2015
John 'Bud' Cardos,Night Shadows,2500000.0,,,1984
Sheldon Larry,A Christmas Romance,,,,1994
Pongpat Wachirabunjong,Happy Birthday,,,,2008
Emiko Hiramatsu,7 Days of Himawari & Her Puppies,,,,2013
Lee Hyeon-jong,Steal My Heart,,,,2013
Zacharias Kunuk,Searchers,,,,2016
Hardi Volmer,All My Lenins,,,,1997
Mika Kaurismäki,Amazon,,,,1990
David L. Corley,Angel's Dance,,,,1999
Tetsuo Shinohara,Battle Under Orion,,,,2009
John Irvin,Crazy Horse,,,,1996
Anne K. Black,The Crown and the Dragon,,,,2013
Selma Vilhunen,Do I Have to Take Care of Everything?,,,,2014
Tom McLoughlin,Fab Five: The Texas Cheerleader Scandal,,,,2008
Darin Ferriola,Mr. Fix It,,,,2006
Harry Basil,Cloud 9,,,,2006
Akihiko Shiota,Wet Woman in the Wind,,,,2016
Anthony Mann,Strangers in the Night,,,,1944
Anthony Mann,Strange Impersonation,,,,1946
Amat Escalante,The Untamed,,,,2016
Pieter Kuijpers,Riphagen,2300000.0,,,2016
Wiktor Grodecki,Not Angels but Angels,,,,1994
Michael Feifer,A Christmas Wedding Tail,,,,2011
Amma Asante,A United Kingdom,14000000.0,13819139.0,0.9870813571428572,2016
Shujaat Saudagar,Rock On 2,,,,2016
Chen Jianbin,A Fool,,,,2015
Ralitza Petrova,Godless,,,,2017
Jan Svěrák,The Ride,30000.0,,,1994
Greg Griffin,Blood Sisters of Lesbian Sin,,,,1997
Chihiro Amano,No Touching At All,,,,2014
Kentarô Ôtani,Black Butler,,,,2014
Park Je-hyun,The Huntresses,,,,2014
Jeong Gi-hoon,Love 911,,,,2012
Wong Tsz Ming,Badges of Fury,,,,2013
Saxon Logan,Sleepwalker,,,,1984
Mihalis Kakogiannis,Stella,,,,1955
Robert Altman,Tanner '88,,,,1988
Alan Grint,The Secret Garden,,,,1987
Chris Alexander,Female Werewolf,100000.0,,,2015
Boris Stepantsev,Junior and Karlson,,,,1968
Chris Kasick,Uncle Nick,,,,2015
Fredrik Edfeldt,Faro,,,,2013
Ilyssa Goodman,The Standoff,,,,2016
Charlie Vaughn,All Hallow's Eve,,,,2016
,All She Wishes,,,,2015
Eric Bilitch,The Submarine Kid,,,,2016
Teddy Smith,Race to Win,,,,2016
Vanessa Parise,Coming Home for Christmas,,,,2013
Kevin Connor,The Wish List,,,,2010
Felix Fuchssteiner,Sapphire Blue,,,,2014
Penelope Buitenhuis,My Life as a Dead Girl,,,,2015
Wolfgang Groos,Systemfehler - Wenn Inge tanzt,,,,2013
Marc-Andreas Bochert,Die Schöne und das Biest,,,,2012
Uwe Janson,Aschenputtel,,,,2011
Christie Will,A Wish for Christmas,,,,2016
,Schneewittchen,,,,2009
Allan Arkush,Christmas with Holly,,,,2012
Karin Brandauer,Aschenputtel,,,,1989
Martin Frič,The Princess with the Golden Star,,,,1959
Tobias Wiemann,"Von einem, der auszog, das Fürchten zu lernen",,,,2014
Matthias Steurer,Prinzessin Maleen,,,,2015
Maria von Heland,Der Teufel mit den drei goldenen Haaren,,,,2013
Christian Theede,Allerleirauh,,,,2012
Zoltan Spirandelli,Die Salzprinzessin,,,,2015
Lou Antonio,Thirteen at Dinner,,,,1985
Farren Blackburn,Shut In,10000000.0,13082071.0,1.3082071,2016
Andrew Marton,Crack in the World,873000.0,,,1965
Chris McCoy,Good Kids,,,,2016
Pat Kiely,Summer Villa,,,,2016
Kurt Voss,Below Utopia,,,,1997
Matthew Hammett Knott,Bonobo,,,,2014
Marcos Cabotá,I Am Your Father,,,,2015
Jane Gull,My Feral Heart,,,,2016
Mika Ronkainen,Finnish Blood Swedish Heart,,,,2012
Carlo Mazzacurati,The Bull,,,,1994
Francesco Patierno,Things from Another World,,,,2011
Joseph L. Mankiewicz,Escape,,,,1948
Victoria Mahoney,Yelling To The Sky,,,,2012
Wang Xiaoshuai,The Days,,,,1994
Yoshimitsu Morita,Something Like It,,,,1981
Dominik Hartl,Attack of the Lederhosen Zombies,,,,2016
Knate Gwaltney,Cardboard Boxer,10000000.0,,,2016
Jérôme Salle,The Odyssey,21363000.0,,,2016
Shawn Crahan,Officer Downe,,,,2016
,Allende en su laberinto,,,,NaT
Naoko Yamada,A Silent Voice,,19606617.0,,2016
Tung Wang,Banana Paradise,,,,1989
Tatsuyuki Nagai,The Anthem of the Heart,,,,2015
,Daishizen no Majū: Bagi,,,,1984
Gisaburō Sugii,Stormy Night,,,,2005
Samuel Fuller,Thieves After Dark,,,,1984
David Zellner,Frontier,,,,2001
Jalil Lespert,In the Shadow of Iris,,,,2016
Katell Quillévéré,Heal the Living,,,,2016
Marcel Barrena,100 Meters,,,,2016
Leander Haußmann,Dinosaurier - Gegen uns seht ihr alt aus!,,,,2009
Matthew Longfellow,Classic Albums: Deep Purple - Machine Head,,,,2002
Matthew Longfellow,Classic Albums: Black Sabbath - Paranoid,,,,2010
Tim Kirkby,Classic Albums: Iron Maiden - The Number of the Beast,,,,2001
Byron Haskin,The Boss,,,,1956
Irving Rapper,Forever Female,,,,1954
Charles Crichton,Hunted,,,,1952
Anthony Asquith,Cottage to Let,,,,1941
Edward F. Cline,The Villain Still Pursued Her,,,,1940
Monta Bell,Young Man of Manhattan,,,,1930
Albert Ray,A Shriek in the Night,,,,1933
George Nichols Jr.,Finishing School,,,,1934
Ray Enright,Twenty Million Sweethearts,,,,1934
Matt Berman,The Wedding Pact,,,,2014
Anaïs Barbeau-Lavalette,Inch'Allah,,,,2012
Giovanni Veronesi,"Per amore, solo per amore",,,,1993
